"word","tfidf"
"_",5.19899361708727
"l-3",2.80840587733318
"Enerpac",2.32927589276726
"APQP4Wind",2.32266159217539
"Tideland",2.29433884725467
"AVEVA",2.09320514581015
"OOS",1.99609513283102
"Hertel",1.94063270265619
"AMBAU",1.78677850703563
"Avanti",1.77748714044167
"OutSmart",1.7408549651446
"Chartwell",1.67660972807546
"Jee",1.64557347609614
"Aubin",1.61656561885084
"SeaEnergy",1.57293805610043
"=",1.5725995710436
"Ricardo",1.55782934467506
"BASF",1.53488896449859
"GLS",1.5236495984892
"GCube",1.50855727554097
"Guernsey",1.49018293498098
"TekTube",1.48575521195341
"FoundOcean",1.48541201869258
"FusionDrive",1.48042305406808
"Protean",1.47939205489257
"WSP",1.46703188404351
"TAG_Energy_Solutions",1.46076750920842
"Red7Marine",1.45851027070397
"·",1.44746810504985
"PLAT",1.44359862326417
"Granada",1.44313884368372
"DW",1.3829911868114
"Anbaric",1.37762684132173
"Leyland",1.36210532141188
"Oceanteam",1.36049164923217
"SeaZip",1.34828122977342
"SKF",1.32486055838397
"PCOD",1.32251722779985
"Austal",1.32080383491392
"FOSG",1.29787979381589
"SeaTwirl",1.2931186529078
"NorSea",1.29016152707366
"Moog",1.27446313270121
"Senergy",1.27042372953261
"Polenergia",1.26682831226527
"Aqualis",1.26591024068588
"Shipbrokers",1.25961141556649
"CPNL",1.24614532072065
"WES",1.24252973398543
"Nutec",1.24140999503271
"Windreich",1.24048434971414
"NHV",1.23969698698844
"BMO",1.23735847461997
"K2",1.21662148584335
"MaXccess",1.20660716540642
"LEANWIND",1.18007729065569
"Romax",1.17261420509727
"Moventas",1.17042319412324
"Atlas",1.16880201055557
"RFI",1.14683476192849
"Dalby",1.14384796499656
"Schaeffler",1.13760193289051
"ZITON",1.13692941208644
"Whitby",1.13592949755699
"Aibel",1.13264569181911
"Yang",1.13157797305132
"OMS",1.12537507949196
"yoke",1.12034907506819
"Mainprize",1.11940957174211
"JBA",1.11196626003018
"TRIAXYS",1.10816662644075
"Tocardo",1.10776788932776
"SeaPlanner",1.10212159561666
"Falck",1.09253832286758
"Rix",1.08961381712861
"Dickson",1.08590327225503
"Alewijnse",1.08386454885594
"Converteam",1.08325966985912
"Bluestream",1.0813169886806
"Ingeteam",1.08075431338147
"HiDef",1.07944772015509
"Ecofys",1.07908915635932
"north_seas",1.07457722136352
"Javelin",1.06413995258852
"TEPCO",1.0610912407456
"Hage",1.0564436272139
"Stonehenge",1.05556433415304
"Iceni",1.04547352582541
"Trelleborg",1.04030215858619
"Intertek",1.0375682512582
"CTruk",1.03633578951915
"Wärtsilä",1.03388509855204
"Holographic",1.02861613084977
"NIRAS",1.02549341041165
"NGI",1.02177083203608
"Prodect",1.01856390327786
"Hexicon",1.01083077006267
"Lock",1.01032069236738
"*",1.00525263153141
"WaveSub",1.00409460824125
"SSEN",0.998042647380772
"Malta",0.993199454539162
"ZTT",0.99247915585963
"Boom",0.992443651478449
"Seacat",0.986305645824053
"CWind",0.980996306053995
"GDG",0.97513921339089
"OWS",0.966294586830139
"NWFTC",0.965047874778097
"Sinovel",0.961129392074192
"Michigan",0.954957074665826
"N",0.954435080378568
"Minesto",0.950737687565379
"Jumbo",0.946824058284094
"FloWave",0.943260415611651
"SgurrEnergy",0.941996129336837
"NNMREC",0.937370017453193
"Switch",0.93464099861441
"Sunderland",0.933440487695934
"Umoe",0.932126155768031
"Windcat",0.927377016311797
"ABPmer",0.922571113912947
"Ming",0.921796700620086
"MEA",0.921413720570794
"Tekmar",0.915942701547189
"Narec",0.915898146820348
"Newhaven",0.915202156512402
"Ardersier",0.913784525885214
"Goldwind",0.911942916557595
"Wiking",0.911678191237784
"Georgia",0.909997576130403
"Ro",0.908020160105778
"Longyuan",0.904898448882091
"…",0.903589256613141
"Eidesvik",0.903569068816865
"hr_wallingford",0.902596113156541
"Osiris",0.900054454934336
"Ziton",0.8972150621633
"Jeju",0.896238806576921
"safety_technology",0.895570821414146
"Echoscope",0.894696244805444
"SOF",0.893768699701624
"Strainstall",0.888051329669527
"DHSS",0.88779527009423
"ESVAGT",0.884905104327375
"Westermeerwind",0.884404737210112
"MacArtney",0.882021564673148
"Manor",0.880471739331574
"•",0.879620021980532
"Xodus",0.879221519041266
"IDEOL",0.877683611817809
"Trident",0.87639910577358
"hydro_group",0.876318197260179
"LEEDCo",0.874768827955253
"Traq",0.873964208310861
"Man",0.871625057323037
"MPS",0.871578586493038
"Aveillant",0.868614912318533
"WaveRoller",0.868363488502624
"DeltaStream",0.863984611179778
"NOF_Energy",0.861605748945072
"UMaine",0.86072011326336
"GMG",0.859632901390012
"seatwirl",0.858258859853753
"Duke",0.856840415034507
"TÜV",0.855732383927568
"SÜD",0.855382678943583
"Oceanlinx",0.855292109414037
"GWS",0.852591611373873
"OHT",0.848344231605313
"Supergrid",0.847011118640678
"lagoon",0.84451082335963
"Fallon",0.843620742574264
"superconducte",0.843521910386302
"Zhenhua",0.838269608300873
"Havyard",0.835483694029665
"offshoreenergy.dk",0.833456503147395
"Penguin",0.833354854933578
"sphere",0.833333078503003
"AW",0.833066951073736
"Winergy",0.830384725449437
"Swan",0.829864508037457
"Canyon",0.829437882220708
"REpower",0.829399092617376
"PCS",0.829030793810147
"TAS",0.828971382999844
"Vos",0.827314649567148
"Glosten",0.826896348325682
"G128",0.826604595198427
"Njord",0.826249682380238
"Nautricity",0.825119983497176
"directory",0.817634861177838
"Højgaard",0.817540184695261
"Dounreay",0.816548559067774
"Arklow",0.815189844004634
"BLUE",0.813963297735829
"Germanye_Windtechnik",0.813870733451579
"ZPMC",0.813682384459472
"Mingyang",0.812968804678724
"Nordex",0.811450433097107
"hdd",0.810645713986832
"Fugro_EMU",0.810080635954339
"vibratory",0.809962492146236
"Technip",0.809053423642889
"Nagasaki",0.805281373533857
"HKZ",0.805256987443331
"AWS",0.796783009141144
"Guangdong",0.796742157533123
"Server",0.793727934333589
"3sun_Group",0.793032551866538
"PowerBuoy",0.792800366160578
"Pharos",0.792178983004666
"SPT",0.791534880121106
"Semco",0.788358327939217
"BOW_Terminal",0.788219134397498
"Batwind",0.787484939655681
"lifeboat",0.78612171158636
"AREVA",0.785514381457915
"pylon",0.785412026949552
"Wave_Energy_Scotland",0.783831991365556
"Seafox",0.781557247062456
"ZephIR",0.779937321074932
"Apollo",0.777695630380593
"Llandrillo",0.77686641449819
"MT_Hojgaard",0.774832353397078
"Navitus",0.773910432352198
"WindSentinel",0.773439899808715
"Esvagt",0.772957347843582
"Aker",0.771935186100364
"pike",0.771650742243713
"Basque",0.771377994948273
"Fortum",0.769449777620982
"Oyster",0.768056278473301
"Hunter",0.7677476173022
"Scotrenewables",0.76666047580717
"Oceanus",0.765364462253572
"Kongsberg",0.763637309560722
"MacGregor",0.76328303676882
"SeaGen",0.76097672555583
"Pembrokeshire",0.760041412787738
"Babcock",0.757746694572535
"Wello",0.757613710441739
"Helicopters",0.755588627963361
"Triton",0.755308945688518
"Alderney",0.754426779100815
"var",0.752584239000932
"Severn",0.752374551115817
"Nedam",0.75113560983026
"RC",0.750012307543175
"Acergy",0.749942805316892
"O",0.749389000647396
"Cambridge",0.749030979176401
"Glomar",0.747491732782498
"Atkins",0.745208295885588
"Galion",0.744650140450336
"seacat_service",0.744060883649592
"Seagreen",0.74113402664335
"Archer",0.74016123330464
"IT_Power",0.739744126906224
"Hai",0.738221006349225
"poll",0.737194982767026
"DOC",0.731897147258684
"tidal_lagoon",0.727541156774162
"Flight",0.726871804738499
"Osbit",0.726714178470389
"ARENA",0.725517042620254
"barrage",0.725193715391058
"Vindeby",0.724140455665263
"Fendercare",0.722739363293169
"seaweed",0.72082177647106
"MCS",0.719403803564609
"Tri",0.71825686207226
"Bibby",0.717854420482919
"GL_Garrad_Hassan",0.717372303646823
"Lagoon",0.715502518173338
"MIT",0.715487136126563
"NORCOWE",0.715355772918254
"shark",0.713533789014486
"Reuters",0.712070618452492
"Rhenus",0.710712534617043
"TWD",0.709052684543116
"Newport",0.704630829126437
"Career",0.703884065878288
"Poseidon",0.703604231003005
"Kitty",0.702721772142431
"Atlantis",0.701789528105344
"Houlder",0.700000110162925
"Truepower",0.697441253754998
"ESNA",0.694293708004709
"Ampelmann",0.693655784176293
"Ontario",0.692705066526914
"Ramboll",0.690195595316092
"Nordergründe",0.690186812671809
"SCHOTTEL",0.687742196654663
"Partrac",0.686605918522917
"Voith",0.68441786345834
"SmartBay",0.684242472980547
"kite",0.683606519119175
"Scira",0.683096777047646
"BNEF",0.68270242649647
"reef",0.681103965800561
"LEAP",0.678056941648494
"PMG",0.674882144841655
"Hughes",0.6742086523912
"Riffgat",0.673743793029104
"TIPC",0.672716568835633
"gbf",0.670598539458025
"Tahkoluoto",0.670300774693055
"Florida",0.66583587699302
"Wilton",0.665786827374232
"Firmus",0.665250179169177
"5.0",0.664222442130113
"TWh",0.663807315121022
"TC",0.662952961547645
"questionnaire",0.661596239142322
"heliport",0.661173907848468
"VolkerInfra",0.660807988537007
"Buss",0.658478853909281
"Gorges",0.658455931610486
"Nova_Scotia",0.657711427811908
"kps",0.656776192764462
"Falmouth",0.655815274761184
"Met",0.655439646453967
"Levenmouth",0.655243867270471
"Sietas",0.654647688131053
"Newfoundland",0.654637112395465
"Vesterhav",0.652526403941796
"Bilfinger",0.650025612626716
"investigative",0.649744761900251
"Acta",0.649414376573407
"OpenHydro",0.64934702865021
"Tecnalia",0.649329420776751
"Ballast",0.649095225260092
"Thialf",0.648217913472119
"Raz",0.647558814800703
"hydrogen",0.646937569773011
"Indonesia",0.646478769591552
"gripper",0.646277869769993
"Merwede",0.646079148946928
"Aura",0.646044427979584
"Northeast",0.643631879237604
"Bard",0.643198140516391
"Gamesa",0.64203656459134
"U",0.641762640916937
"FERC",0.640412120424268
"MassCEC",0.636659033533044
"Olympic",0.635355695814986
"Mermaid",0.634541823176967
"Worker",0.634503695830687
"barge_master",0.633080354441398
"WWF",0.632789977374147
"DMME",0.632361079427109
"Suzlon",0.63190670703984
"UL",0.630024840812891
"GustoMSC",0.629103896906444
"SMart",0.628763697589843
"Mojo",0.628456150443421
"HFG",0.627765309381148
"COBRAcable",0.626938725486807
"Valley",0.626364262798578
"natural_power",0.623802559751511
"Bergen",0.623455634528598
"volturnusa",0.622090042270505
"Wirral",0.621893447252567
"ABC",0.621632838693101
"WindMW",0.621310802227564
"CT",0.621150671803769
"warrant",0.6191545462821
"OSY",0.618647347037548
"Germanye_WindGuard",0.618284506464474
"Titan",0.614799067255664
"MeyGen",0.613891723217713
"Mammoet",0.612630607816396
"o",0.611904394852479
"210MW",0.610860511143224
"JD",0.610854260229883
"Tennet",0.609584955215145
"marine_institute",0.609215497129188
"SLP",0.609092354446879
"retrieval",0.609046078302755
"MPI",0.60879573596783
"lcoe",0.608551505903475
"Delta",0.608242573253919
"Able",0.608078091100829
"grout",0.606824637018034
"Alpine",0.606619680519835
"boiler",0.605629834513289
"Wang",0.605148785656862
"NC",0.603889902457138
"tropical",0.603088080336564
"spawn",0.602748228905901
"airborne",0.602643671919058
"s2",0.602384601097324
"OrbisEnergy",0.601977892299897
"Vindicator",0.601652222853522
"GlobalData",0.60098489945777
"Ideol",0.599876222827286
"Harwich",0.599512354881593
"PNE",0.599500344604757
"Eden",0.598971887104283
"Buckie",0.598948377828139
"Tyneside",0.597620476086717
"Nova",0.597592722262096
"ip",0.597590079782346
"Hampshire",0.596528955361975
"IFA2",0.596519093211943
"Chevalier",0.596473557930356
"Jennifer",0.596356455261959
"tensioner",0.595389560843678
"Draka",0.59534354464678
"Louise",0.59463754164025
"Trump",0.593896982701902
"Lilleholt",0.592267585459763
"MaREI",0.592114703484831
"HRA",0.592003964593052
"Svanen",0.591660267695475
"WindFloat",0.59133871999791
"Celtic",0.591250607762596
"Gardline",0.590548956522911
"TKI",0.590323366371803
"Dundee",0.59026669672898
"Shetland",0.590256527407564
"Alpha_Ventus",0.589897230548421
"MEG",0.589231817789486
"Wave_Hub",0.588974128078384
"SAS",0.588849280924003
"Oldenburg",0.587971767813396
"Blount",0.587367282266166
"leak",0.58682810556647
"Andersen",0.586435537937038
"Drydocks",0.585995185049223
"Blanchard",0.584073356549755
"Gujarat",0.583284896936403
"Forewind",0.582471089877226
"Seaway",0.582160874665949
"VolkerWessels",0.581522805811181
"Balfour_Beatty",0.580937144796786
"Blackstone",0.580521111126184
"Ailes",0.579869788722887
"voter",0.578016552210229
"Alaska",0.577347388975114
"Hydrohammer",0.576318636858118
"Helder",0.576109690186966
"DeepOcean",0.575470946178737
"Bucket",0.575443018768423
"A&P",0.574810128971819
"Airborne",0.574741608644478
"Taichung",0.574668409513262
"Icebreaker",0.574468192864363
"Labrador",0.574302795917503
"Meerwind",0.573890299146238
"Consult",0.572898570340853
"OECD",0.56996369919761
"Chile",0.569164984221996
"NOK",0.56853893532465
"windmill",0.567985009126094
"Polar",0.567901252661331
"Radar",0.567837460941838
"Vroon",0.565484154898453
"usa_wind",0.563879486279691
"Colorado",0.563125601378462
"Fisher",0.562860454227313
"notation",0.562531949265709
"Ofgem",0.5621133159938
"Fistuca",0.561430505984381
"SeaRoc",0.560470421765068
"Hambro",0.56037853726672
"Parkwind",0.558626043705983
"desalination",0.557968592974318
"yr",0.557916241274908
"mat",0.555964610098736
"pupil",0.555921605392498
"g",0.555856474985781
"Centrica",0.555242922782021
"Methil",0.554958180917651
"CGN",0.554653841968786
"Ecosse",0.554605775861007
"Wave_Power",0.554592443570864
"Blue_Water_Shipping",0.55408510312135
"extinguish",0.552439237398573
"Freugh",0.552237300720917
"Fukushima",0.551716699076125
"Jacobson",0.551340174481677
"Bluewater",0.550308990696794
"TP",0.550207935638234
"2710",0.549987066466105
"Bond",0.54992521876041
"EMEA",0.549403142634426
"teacher",0.549220882809693
"Trianel",0.548322173315424
"NASA",0.547385167160248
"Fugro",0.547352506895212
"Nuon",0.546940246198048
"ro",0.545747482154861
"Taipower",0.544672218330684
"DolWin3",0.54338107962041
"A1",0.543199676884288
"Rose",0.542392772011465
"Hartman",0.542203676700811
"cosco_nantong_shipyard",0.541535352100904
"Viking",0.541179563474985
"Acta_Marine",0.540989802555278
"Nordic",0.540340958306334
"P2",0.540320543941489
"EIS",0.540114220529444
"Digby",0.539290711804971
"jetty",0.539153198098385
"oyster",0.538951542288941
"Fecamp",0.538721254051655
"Defender",0.538393933472632
"Reynolds",0.537617921872323
"Swale",0.537513955906516
"Den",0.537344559346082
"Cornwall",0.536811123163412
"dd",0.536536379029971
"Energi",0.536473922452799
"netherlandsse_kust",0.536305837660618
"O'Malley",0.535838102363672
"Isle",0.535749377678266
"Virginia",0.535675700351113
"Leopard",0.535394518747746
"Rudong",0.534955284299112
"Express",0.534142246641952
"Digital",0.534022498283132
"lockheed_martin",0.533492075722105
"SBM",0.53307484860747
"Petrofac",0.532933971842054
"Lewis",0.532187952555321
"jury",0.532155167923614
"8.2",0.532070563476516
"Vietnam",0.530455651368852
"02",0.529502849966465
"Noirmoutier",0.529345853072002
"Ulstein",0.529224593203682
"Scarborough",0.529123395721182
"Moore",0.528749208872532
"ordination",0.528730485398403
"Northwind",0.528646463909351
"gode_wind",0.528475681566129
"cancel",0.528330557522599
"Nadu",0.528093010378807
"Tamil",0.528093010378807
"Schneider",0.52765724083581
"ORE_Catapult",0.527617889114037
"Alstom",0.527065457817575
"Seajacks",0.526745194909436
"CAD",0.526679738986693
"Invest",0.525665683918455
"ministry",0.525626093789006
"bioenergy",0.525617497405372
"SPS",0.525504510644666
"WindEurope",0.525065682857596
"borwin2",0.52497558251687
"Jiangsu",0.524437844895074
"332MW",0.524313924851725
"Pitch",0.524066296502343
"tag",0.523894317802484
"Philippines",0.523841594501813
"Mast",0.52238464760055
"Changhua",0.522216602766019
"scholarship",0.522203769652889
"breeze",0.520932667102836
"Zaratan",0.520782469201408
"Jensen",0.519615974768564
"SEK",0.518459449236165
"Orion",0.518266214123409
"IRM",0.518134107280278
"Normandy",0.517672059891211
"Aeolus",0.517630969960324
"KfW",0.517279409471098
"Alicat",0.517029464929276
"Norstec",0.516634288937769
"Sembmarine",0.5165763292819
"LM_Wind_Power",0.516389639909877
"drivetrain",0.516184459737825
"#",0.516083978316385
"LARS",0.515862705406991
"Stiesdal",0.51584310799802
"Yards",0.515547140807363
"film",0.515526901862026
"sea_challenger",0.514459242018983
"coating",0.513078196106547
"Oostende",0.512801617323573
"Sawyer",0.512780501015409
"Up",0.512714703838085
"child",0.51262684296562
"Post",0.512250636330968
"Nautilus",0.511892732432877
"BBC",0.51080451522055
"port_of_esbjerg",0.50948567139014
"M5000",0.508479357146609
"Global_Tech",0.508326044701866
"Seaports",0.507867368176508
"Gulliver",0.50760511089958
"Endrup",0.507579642004501
"ow",0.507452493696542
"Dominion",0.507063517973829
"Østensjø",0.506958038100019
"hi",0.50625434046043
"Nigg",0.506153173547935
"Amrumbank",0.506029853421682
"CSC",0.50578401625092
"GWFL",0.504079021078836
"Wharf",0.50391476171007
"Ramsey",0.502710153846414
"Liebherr",0.502341633784206
"Lindø",0.502262230361994
"Galway",0.501441254235571
"Tidal_Transit",0.50113678311416
"SWM",0.500572020047712
"Dynamics",0.500569474373594
"Forces",0.499491488221809
"court",0.499249233277288
"Garrad",0.499228185698466
"HelWin",0.499013987031253
"Challenger",0.498205781759944
"Shanghai",0.497851991905362
"Anglesey",0.497655307766952
"Don",0.49756537002566
"Neptune",0.49727552530118
"waterfront",0.496769827587324
"Madsen",0.496409404398359
"decarbonisation",0.496084999564254
"Kincardine",0.495772038408264
"16th",0.495507549138087
"ocean_energy_technology",0.495349116109588
"Fork",0.495037014224059
"downwind",0.494849880498413
"OEEC",0.494241442750234
"Total",0.493159962893461
"icy",0.492964039402034
"Aviation",0.492921282256474
"Typhoon",0.492844339224192
"EEEGR",0.492810016919253
"Nordsee",0.492704238735432
"wpd",0.492510840411429
"transnational",0.492368622943444
"nordsee_one",0.492252596396472
"celebration",0.49218740004497
"grouting",0.491819365415427
"visualisation",0.49122390947125
"Deltares",0.491082663027535
"Texas",0.49099247614593
"Trends",0.490859067465574
"indian",0.490531882271713
"bearing",0.490260899268858
"Normand",0.490148766572193
"Breeze",0.489140411949896
"Hansen",0.489032637398759
"gannet",0.488661447681374
"universal_foundation",0.488644753553151
"126",0.488638005509159
"GMS(L",0.487967232598804
"recreation",0.487896637904978
"Baker",0.487669987942146
"Rio",0.486630807063667
"yacht",0.486532616413405
"Dowsing",0.485943446871967
"gearless",0.485891206231547
"statistic",0.485727228291623
"Scylla",0.48542994155546
"28mw",0.48526538069427
"injure",0.484892473459159
"NordLink",0.484783036858738
"Lockheed_Martin",0.48421330986416
"Luchterduinen",0.484190846368686
"searoc_group",0.483810003207176
"davit",0.483342895900252
"Jamieson",0.483180937177332
"Cleveland",0.482829982805047
"biofuel",0.482779159284454
"288MW",0.482622825424071
"sway",0.482488988211623
"DolWin",0.48205131135742
"Aegir",0.481998722325017
"reader",0.481908525347707
"KEMA",0.481765190834549
"tidal_transit",0.481630165190663
"Mandal",0.480301793687169
"Ost",0.480215077358409
"triton_knoll",0.480200055256051
"Elia",0.48018361500941
"kWh",0.480083428207957
"forum",0.480049325936143
"slowdown",0.479584256190761
"Gondan",0.479500089986988
"bat",0.478846227005512
"Grenaa",0.478776140824244
"lubrication",0.478509860959486
"ancillary",0.478221109548638
"Norddeich",0.477832063633206
"nkt",0.477759808609536
"Shuttle",0.477558090732922
"Formosa",0.477460370422058
"divestment",0.477253973024027
"Leucate",0.47640807380114
"tyre",0.476276712473073
"star",0.476234609413553
"Loire",0.47608780451246
"Lakes",0.476023374505748
"Sif",0.47594247756876
"Thanet",0.475815373668302
"Mono",0.475378423617507
"Wood",0.475316714864764
"respondent",0.475183938424405
"Directive",0.474780968051771
"Knowledge",0.474406180233345
"QHSE",0.474357772091075
"SPC",0.473592772449532
"MV",0.473438786545205
"opposition",0.472672173604615
"MTS",0.472659793997176
"Bibby_WaveMaster",0.472591578705681
"Eolfi",0.472073700687395
"Groningen",0.471802827086535
"Floatgen",0.471748137375169
"neart_na_gaoithe",0.471496026077918
"Peel",0.471407711573728
"trailer",0.471241604732151
"reservoir",0.471090471365108
"Barge_Master",0.470887920913279
"conditional",0.470470953077654
"Prinses",0.470395689918896
"hang",0.470116902561684
"BorWin3",0.470075954207135
"Heerema",0.46974830788104
"bolt",0.469725922818273
"Northland",0.469583845250546
"ppa",0.469512099635779
"450,000",0.469474983191315
"Fishermen",0.468882290058913
"X",0.46841911288522
"Penta",0.468140774818621
"Carolina",0.467829906548513
"vineyard_wind",0.467738643638141
"Humber",0.467704767617754
"Marines",0.467037154877626
"bond",0.467019465421132
"Damen",0.466592441753546
"Turner",0.466587617424175
"Ryan",0.466550485540837
"Credit",0.466470628853899
"Stord",0.466210989185208
"Svenja",0.466203785808781
"30gw",0.466102754507955
"fee",0.465699224376177
"V112",0.465110939773355
"Sir",0.465028605045407
"Boats",0.464803637264452
"Indian",0.464390483565895
"Leo",0.464337310803976
"aquaculture",0.463863418850555
"Solution",0.463774243381247
"excavation",0.46371911949847
"marine_coordination",0.463713813754296
"absorber",0.463692955943781
"Q1400",0.463627546903105
"Groix",0.463349607614641
"p.m.",0.463333422839425
"GWh",0.4630790391522
"6.2m126",0.463075528973145
"2027",0.463041996273236
"Geo",0.462990344692478
"CPP",0.462559127479325
"Forecast",0.462336638097918
"Life",0.462242261532507
"3.0",0.462228172462801
"predictive",0.461437768879019
"SG",0.461097533291357
"Bladt",0.460969946110824
"page",0.460956426742497
"Edda",0.460761401580852
"polish",0.46063699192448
"Cranes",0.460323518065227
"aviation",0.459979431407114
"Colchester",0.459128637039713
"mine",0.458719296807725
"Acciona",0.45825088395497
"actuator",0.458164423613719
"U.K.",0.457802920292114
"op",0.457763887535641
"Vestas",0.457711066200954
"Stewart",0.457659959416883
"Lamprell",0.457464965802756
"dismantle",0.457288466953665
"Albatros",0.457271891642117
"Sovereign",0.457168442412355
"Tendring",0.457089226757732
"Prefecture",0.457086201482414
"Map",0.457044975748071
"Cherbourg",0.456900809958064
"Cuomo",0.456846907535245
"PTO",0.456731548294095
"Deal",0.456685364136314
"Sykes",0.456655900517473
"Adlergrund",0.456421391408882
"Intelligence",0.456265355197266
"Fujian",0.456258557613999
"slip",0.456013558966352
"solicitation",0.455899335645178
"165MW",0.455709325577151
"occupational",0.455410927849574
"Grimsby",0.455021402615153
"RoRo",0.454996836101143
"Gunfleet",0.454942616428937
"pontoon",0.454851795432894
"Lex",0.454683135250117
"Apprenticeship",0.454628880752569
"Østerild",0.453987796553773
"safety_training",0.453906186230519
"Next",0.453615621830629
"seafarer",0.453509273104337
"Chancellor",0.453468503058349
"Parker",0.453295971286809
"bold_tern",0.452712352480994
"WaveMaster",0.452702019798647
"monthly",0.452664415636494
"Nexans",0.452466154708842
"pto",0.45238879111224
"Sizewell",0.451551250944477
"Isles",0.451276041001846
"Senvion",0.450541226586774
"3D",0.450108193144593
"Vineyard_Wind",0.450064230954569
"E",0.449919187759872
"liability",0.449910830102842
"Advisor",0.449711218489372
"fender",0.449428325921301
"Town",0.44928052839722
"Fluor",0.449205404590008
"Wright",0.448525998771275
"California",0.44839997918429
"mould",0.448305089278502
"sheringham_shoal",0.448090424955468
"Cole",0.448080795537059
"Moxie",0.447978270930169
"ex",0.447551649666077
"2610",0.447535383550184
"Alpha",0.447271663228659
"1&2",0.447162778047335
"charterer",0.447003934100117
